timestamp,x,y,yaw,velocity,steering
1787925086.058370,1.005941,-2.646219,1.591812,0.0000,0.0000
1787925086.064610,1.005995,-2.646042,1.592351,0.0085,0.0000
1787925086.069706,1.005914,-2.646177,1.591905,-0.0019,0.0000
1787925086.076733,1.006452,-2.646020,1.593002,0.0048,0.0000
1787925086.084454,1.005756,-2.646095,1.591326,0.0010,0.0000
1787925086.092968,1.005870,-2.646056,1.591625,0.0020,0.0000
1787925086.099437,1.006458,-2.645965,1.593220,0.0050,0.0000
1787925086.103711,1.005972,-2.646131,1.591893,-0.0074,0.0000
1787925086.109097,1.005751,-2.646167,1.591328,-0.0069,0.0000
1787925086.116587,1.005964,-2.646115,1.591812,-0.0030,0.0000
1787925086.123271,1.006092,-2.646272,1.591894,-0.0092,0.0000
1787925086.131563,1.005807,-2.646202,1.591788,-0.0037,0.0000
1787925086.137569,1.006390,-2.646128,1.592567,0.0005,0.0000
1787925086.144154,1.005851,-2.646306,1.591714,-0.0073,0.0000
1787925086.146872,1.005802,-2.646066,1.591764,0.0215,0.0000
1787925086.163596,1.005613,-2.646260,1.591147,0.0116,0.0000
1787925086.165389,1.005757,-2.646177,1.591686,0.0216,0.0000
1787925086.170528,1.006085,-2.646233,1.592098,0.0114,0.0000
1787925086.179981,1.006171,-2.646194,1.592343,0.0091,0.0000
1787925086.184032,1.006149,-2.646101,1.592188,0.0134,0.0000
1787925086.190539,1.006060,-2.646018,1.592124,0.0133,0.0000
1787925086.196857,1.005957,-2.646199,1.591931,0.0008,0.0000
1787925086.202667,1.005923,-2.646148,1.591979,0.0032,0.0000
1787925086.211362,1.006208,-2.646104,1.592603,0.0036,0.0000
1787925086.219043,1.005822,-2.646019,1.591692,0.0061,0.0000
1787925086.223033,1.006129,-2.646221,1.592178,-0.0114,0.0000
1787925086.230436,1.005506,-2.646158,1.590921,-0.0049,0.0000
1787925086.235405,1.006286,-2.646055,1.592512,0.0018,0.0000
1787925086.242134,1.006196,-2.646166,1.592290,-0.0036,0.0000
1787925086.249545,1.006050,-2.646146,1.592180,-0.0016,0.0000
1787925086.257167,1.005657,-2.646110,1.591312,0.0006,0.0000
1787925086.264117,1.005813,-2.646203,1.591657,-0.0037,0.0000
1787925086.271690,1.006009,-2.646156,1.592097,-0.0009,0.0000
1787925086.276553,1.005761,-2.646055,1.591482,0.0059,0.0000
1787925086.282622,1.005865,-2.646069,1.591658,0.0034,0.0000
1787925086.290399,1.006103,-2.646205,1.592100,-0.0031,0.0000
1787925086.297629,1.006145,-2.646219,1.592197,-0.0028,0.0000
1787925086.304531,1.005807,-2.646145,1.591652,0.0016,0.0000
1787925086.312713,1.006126,-2.646219,1.592189,-0.0019,0.0000
1787925086.318218,1.006096,-2.646084,1.592051,0.0061,0.0000
1787925086.323167,1.006236,-2.646104,1.592508,0.0029,0.0000
1787925086.329881,1.006200,-2.646159,1.592290,-0.0004,0.0000
1787925086.339075,1.005959,-2.646125,1.591465,0.0010,0.0000
1787925086.346473,1.005707,-2.646132,1.591561,0.0006,0.0000
1787925086.354219,1.005957,-2.646285,1.591841,-0.0057,0.0000
1787925086.357856,1.005974,-2.646122,1.591899,0.0094,0.0000
1787925086.363232,1.005615,-2.646160,1.591155,0.0049,0.0000
1787925086.374077,1.006236,-2.646140,1.592400,0.0036,0.0000
1787925086.378446,1.005982,-2.646135,1.591583,0.0032,0.0000
1787925086.386303,1.006276,-2.646289,1.592415,-0.0039,0.0000
1787925086.392192,1.006449,-2.646103,1.592933,0.0066,0.0000
1787925086.396899,1.006160,-2.646107,1.592536,0.0048,0.0000
1787925086.405181,1.006398,-2.646088,1.592756,0.0038,0.0000
1787925086.406181,1.005889,-2.646163,1.591964,-0.0166,0.0000
1787925086.416292,1.006106,-2.646087,1.592194,-0.0095,0.0000
1787925086.421874,1.005971,-2.646168,1.591931,-0.0109,0.0000
1787925086.430861,1.006236,-2.646124,1.592480,-0.0063,0.0000
1787925086.438823,1.006512,-2.646084,1.593088,-0.0032,0.0000
1787925086.445565,1.006104,-2.646143,1.592080,-0.0045,0.0000
1787925086.451260,1.006021,-2.646134,1.592181,-0.0025,0.0000
1787925086.456668,1.005983,-2.646222,1.591776,-0.0066,0.0000
1787925086.465576,1.005999,-2.646077,1.592115,0.0002,0.0000
1787925086.472121,1.005895,-2.646131,1.591822,-0.0022,0.0000
1787925086.479615,1.005592,-2.646262,1.591150,-0.0065,0.0000
1787925086.486796,1.006467,-2.646098,1.592853,0.0015,0.0000
1787925086.491364,1.006257,-2.646095,1.592494,0.0015,0.0000
1787925086.497431,1.006259,-2.646156,1.592437,-0.0019,0.0000
1787925086.503090,1.006316,-2.646114,1.592682,0.0008,0.0000
1787925086.510839,1.005916,-2.646138,1.591686,-0.0001,0.0000
1787925086.518052,1.006289,-2.646100,1.592624,0.0012,0.0000
1787925086.526658,1.005985,-2.646101,1.591914,0.0010,0.0000
1787925086.529598,1.006296,-2.646197,1.592418,-0.0097,0.0000
1787925086.544150,1.006043,-2.646170,1.592047,-0.0061,0.0000
1787925086.545096,1.005914,-2.646271,1.591611,-0.0354,0.0000
1787925086.548826,1.006254,-2.646178,1.592453,-0.0179,0.0000
1787925086.555396,1.005728,-2.646183,1.591264,-0.0123,0.0000
1787925086.563415,1.005948,-2.646140,1.592093,-0.0071,0.0000
1787925086.569660,1.006298,-2.646101,1.592553,-0.0035,0.0000
1787925086.579036,1.005873,-2.646146,1.591624,-0.0036,0.0000
1787925086.583176,1.005946,-2.645982,1.591913,0.0092,0.0000
1787925086.592755,1.005640,-2.646169,1.591132,0.0008,0.0000
1787925086.602559,1.006070,-2.646340,1.591860,-0.0049,0.0000
1787925086.607647,1.006268,-2.646279,1.592413,-0.0002,0.0000
1787925086.610970,1.006153,-2.646191,1.592114,0.0081,0.0000
1787925086.616193,1.006064,-2.646151,1.591941,0.0081,0.0000
1787925086.623663,1.006194,-2.646255,1.592561,0.0014,0.0000
1787925086.630930,1.006012,-2.646303,1.591940,-0.0009,0.0000
1787925086.636610,1.005979,-2.646237,1.591916,0.0029,0.0000
1787925086.642995,1.006454,-2.646090,1.592690,0.0085,0.0000
1787925086.650378,1.006074,-2.646194,1.592130,0.0020,0.0000
1787925086.657299,1.005705,-2.646308,1.591506,-0.0032,0.0000
1787925086.662328,1.006198,-2.646175,1.592263,0.0051,0.0000
1787925086.676156,1.005688,-2.646055,1.591315,0.0064,0.0000
1787925086.681401,1.006341,-2.646216,1.592486,-0.0056,0.0000
1787925086.685298,1.005728,-2.646112,1.591394,0.0051,0.0000
1787925086.692708,1.006453,-2.646209,1.593246,-0.0010,0.0000
1787925086.697275,1.006119,-2.646177,1.592005,0.0019,0.0000
1787925086.703923,1.005943,-2.646266,1.592004,-0.0025,0.0000
1787925086.709759,1.005958,-2.646040,1.591625,0.0098,0.0000
1787925086.715919,1.006017,-2.646225,1.592037,-0.0022,0.0000
1787925086.722510,1.006312,-2.646024,1.592674,0.0073,0.0000
1787925086.730314,1.006187,-2.646149,1.592416,0.0004,0.0000
1787925086.738016,1.006151,-2.646229,1.592253,-0.0028,0.0000
1787925086.745315,1.005996,-2.646172,1.591936,0.0005,0.0000
1787925086.750035,1.005629,-2.646223,1.591260,-0.0024,0.0000
1787925086.756424,1.005936,-2.646147,1.591766,0.0016,0.0000
1787925086.765237,1.006157,-2.646250,1.592397,-0.0025,0.0000
1787925086.772724,1.006197,-2.646145,1.592333,0.0024,0.0000
1787925086.783997,1.005989,-2.646206,1.592171,0.0002,0.0000
1787925086.785653,1.005610,-2.646010,1.591118,0.0370,0.0000
1787925086.793022,1.005264,-2.646134,1.590714,0.0211,0.0000
1787925086.797508,1.005963,-2.646193,1.591929,0.0099,0.0000
1787925086.802959,1.006176,-2.646217,1.592245,0.0053,0.0000
1787925086.810647,1.006041,-2.646116,1.592234,0.0078,0.0000
1787925086.816068,1.006033,-2.646125,1.591832,0.0049,0.0000
1787925086.822664,1.006225,-2.646228,1.592370,-0.0014,0.0000
1787925086.830762,1.006044,-2.646144,1.592064,0.0023,0.0000
1787925086.836925,1.006048,-2.646186,1.592035,-0.0005,0.0000
1787925086.843275,1.005993,-2.646079,1.592008,0.0048,0.0000
1787925086.849895,1.006173,-2.646109,1.592199,0.0018,0.0000
1787925086.860282,1.005878,-2.646196,1.591841,-0.0010,0.0000
1787925086.867791,1.006036,-2.646199,1.591838,-0.0010,0.0000
1787925086.872231,1.006221,-2.646256,1.592248,-0.0049,0.0000
1787925086.877992,1.006332,-2.646218,1.592667,-0.0015,0.0000
1787925086.886157,1.005601,-2.646118,1.591333,0.0031,0.0000
1787925086.891068,1.006023,-2.646081,1.592082,0.0040,0.0000
1787925086.898198,1.006404,-2.646183,1.592673,-0.0019,0.0000
1787925086.904434,1.005904,-2.646154,1.591963,0.0006,0.0000
1787925086.909693,1.005918,-2.646091,1.591647,0.0040,0.0000
1787925086.915961,1.006365,-2.646320,1.592481,-0.0086,0.0000
1787925086.923465,1.006037,-2.646129,1.591956,0.0018,0.0000
1787925086.930888,1.006128,-2.646097,1.592420,0.0025,0.0000
1787925086.938089,1.006076,-2.646104,1.591872,0.0015,0.0000
1787925086.944560,1.006027,-2.646254,1.592223,-0.0058,0.0000
1787925086.953089,1.006628,-2.646144,1.593184,-0.0007,0.0000
1787925086.959103,1.005880,-2.646134,1.591698,0.0008,0.0000
1787925086.964074,1.005417,-2.646197,1.590834,-0.0027,0.0000
1787925086.969858,1.006458,-2.646165,1.592867,-0.0014,0.0000
1787925086.976542,1.005742,-2.646399,1.591362,-0.0108,0.0000
1787925086.983438,1.005903,-2.646207,1.591589,0.0006,0.0000
1787925086.990571,1.006089,-2.646300,1.592186,-0.0036,0.0000
1787925087.000278,1.005974,-2.646164,1.591778,0.0017,0.0000
1787925087.003810,1.006162,-2.646156,1.592283,0.0016,0.0000
1787925087.010654,1.005840,-2.646160,1.591661,0.0012,0.0000
1787925087.017110,1.006030,-2.646097,1.591923,0.0036,0.0000
1787925087.023053,1.006226,-2.646216,1.592538,-0.0037,0.0000
1787925087.029644,1.005959,-2.646088,1.591740,0.0035,0.0000
