timestamp,x,y,yaw,velocity,steering
1787924641.582541,1.011549,-2.705030,1.615209,0.0000,0.0000
1787924641.589024,1.011623,-2.705090,1.615497,-0.0029,0.0000
1787924641.595329,1.011625,-2.705229,1.615563,-0.0087,0.0000
1787924641.601187,1.011660,-2.705345,1.615436,-0.0121,0.0000
1787924641.609292,1.011880,-2.705247,1.615476,-0.0052,0.0000
1787924641.614614,1.011896,-2.705343,1.615509,-0.0091,0.0000
1787924641.622551,1.012018,-2.705325,1.615671,-0.0059,0.0000
1787924641.631349,1.012052,-2.705371,1.615753,-0.0058,0.0000
1787924641.636755,1.011976,-2.705281,1.615384,0.0011,0.0000
1787924641.641590,1.012126,-2.705267,1.615590,0.0013,0.0000
1787924641.648442,1.012055,-2.705332,1.615813,-0.0018,0.0000
1787924641.655385,1.011837,-2.705223,1.615389,0.0039,0.0000
1787924641.663022,1.011872,-2.705183,1.615614,0.0042,0.0000
1787924641.668632,1.011773,-2.705253,1.615560,-0.0006,0.0000
1787924641.676291,1.011693,-2.705087,1.615489,0.0063,0.0000
1787924641.683045,1.011526,-2.705078,1.615043,0.0051,0.0000
1787924641.689162,1.011722,-2.705165,1.615477,-0.0011,0.0000
1787924641.695211,1.011628,-2.705130,1.615331,0.0011,0.0000
1787924641.701054,1.011771,-2.705123,1.615607,0.0008,0.0000
1787924641.712212,1.011788,-2.705253,1.615252,-0.0029,0.0000
1787924641.715117,1.012046,-2.705305,1.615669,-0.0087,0.0000
1787924641.719518,1.012072,-2.705357,1.615694,-0.0097,0.0000
1787924641.731655,1.011855,-2.705250,1.615308,-0.0039,0.0000
1787924641.734484,1.011978,-2.705281,1.615393,-0.0066,0.0000
1787924641.742458,1.012159,-2.705351,1.615925,-0.0076,0.0000
1787924641.751537,1.011918,-2.705223,1.615612,-0.0007,0.0000
1787924641.756826,1.011758,-2.705185,1.615178,0.0021,0.0000
1787924641.762686,1.011676,-2.705262,1.615097,-0.0023,0.0000
1787924641.768866,1.011669,-2.705138,1.615250,0.0044,0.0000
1787924641.775597,1.011662,-2.705181,1.615561,0.0012,0.0000
1787924641.783852,1.011719,-2.705101,1.615417,0.0036,0.0000
1787924641.788847,1.011592,-2.705180,1.615201,-0.0019,0.0000
1787924641.791809,1.011835,-2.705200,1.615704,-0.0044,0.0000
1787924641.800912,1.011619,-2.705164,1.615209,-0.0016,0.0000
1787924641.807451,1.011810,-2.705147,1.615420,-0.0007,0.0000
1787924641.815511,1.011840,-2.705107,1.615288,0.0009,0.0000
1787924641.821634,1.012161,-2.705351,1.615820,-0.0120,0.0000
1787924641.827744,1.012146,-2.705384,1.615656,-0.0100,0.0000
1787924641.835860,1.012053,-2.705417,1.615510,-0.0080,0.0000
1787924641.842664,1.012224,-2.705403,1.615816,-0.0054,0.0000
1787924641.852278,1.011911,-2.705346,1.615309,-0.0015,0.0000
1787924641.855579,1.011873,-2.705159,1.615574,0.0160,0.0000
1787924641.861327,1.011757,-2.705217,1.615623,0.0085,0.0000
1787924641.872269,1.011645,-2.705077,1.615209,0.0099,0.0000
1787924641.877579,1.011896,-2.705216,1.615560,-0.0016,0.0000
1787924641.881441,1.011603,-2.705155,1.615159,0.0046,0.0000
1787924641.890043,1.011657,-2.705117,1.615256,0.0045,0.0000
1787924641.895172,1.011663,-2.705202,1.615446,-0.0018,0.0000
1787924641.903702,1.011843,-2.705200,1.615651,-0.0015,0.0000
1787924641.905002,1.011645,-2.705200,1.615060,0.0010,0.0000
1787924641.914904,1.011825,-2.705238,1.615052,-0.0007,0.0000
1787924641.920443,1.012203,-2.705366,1.615947,-0.0084,0.0000
1787924641.928859,1.012112,-2.705379,1.615538,-0.0062,0.0000
1787924641.937430,1.012015,-2.705357,1.615520,-0.0034,0.0000
1787924641.943978,1.012076,-2.705229,1.615405,0.0033,0.0000
1787924641.947732,1.011872,-2.705302,1.615365,-0.0027,0.0000
1787924641.955207,1.011925,-2.705217,1.615372,0.0014,0.0000
1787924641.962599,1.011758,-2.705177,1.615384,0.0029,0.0000
1787924641.969138,1.011639,-2.705184,1.615112,0.0019,0.0000
1787924641.975363,1.011671,-2.705204,1.615580,0.0003,0.0000
1787924641.982168,1.011746,-2.705243,1.615650,-0.0016,0.0000
1787924641.988177,1.011652,-2.705125,1.615639,0.0050,0.0000
1787924641.996021,1.011679,-2.705208,1.615364,0.0002,0.0000
1787924642.002298,1.011826,-2.705225,1.615688,-0.0010,0.0000
1787924642.007936,1.011727,-2.705212,1.615337,0.0003,0.0000
1787924642.014420,1.011985,-2.705226,1.615656,-0.0010,0.0000
1787924642.021434,1.011932,-2.705291,1.615634,-0.0034,0.0000
1787924642.028587,1.012238,-2.705365,1.615594,-0.0061,0.0000
1787924642.035772,1.012055,-2.705380,1.615052,-0.0045,0.0000
1787924642.041592,1.012118,-2.705385,1.615571,-0.0036,0.0000
1787924642.049709,1.011880,-2.705267,1.615368,0.0023,0.0000
1787924642.057146,1.011729,-2.705141,1.615124,0.0069,0.0000
1787924642.062487,1.011734,-2.705126,1.615473,0.0057,0.0000
1787924642.068250,1.011602,-2.705159,1.615376,0.0026,0.0000
1787924642.075333,1.011564,-2.705241,1.615363,-0.0016,0.0000
1787924642.082741,1.011529,-2.705258,1.615162,-0.0017,0.0000
