timestamp,x,y,yaw,velocity,steering
1787920154.102724,-0.155180,-2.611414,0.383835,0.0000,0.0000
1787920154.104529,-0.155161,-2.611477,0.383815,-0.0010,0.0000
1787920154.107308,-0.155154,-2.611564,0.383903,-0.0035,0.0000
1787920154.109037,-0.155092,-2.611447,0.383771,0.0151,0.0000
1787920154.114861,-0.155108,-2.611446,0.383944,0.0099,0.0000
1787920154.121714,-0.155117,-2.611251,0.383578,0.0097,0.0000
1787920154.127858,-0.154961,-2.611602,0.384197,0.0074,0.0000
1787920154.134494,-0.155174,-2.611452,0.383941,-0.0012,0.0000
1787920154.141406,-0.155164,-2.611381,0.383662,0.0007,0.0000
1787920154.147666,-0.155192,-2.611304,0.383676,0.0006,0.0000
1787920154.155961,-0.155064,-2.611478,0.384024,0.0024,0.0000
1787920154.161042,-0.155192,-2.611421,0.383804,-0.0041,0.0000
1787920154.167707,-0.155122,-2.611537,0.384095,-0.0019,0.0000
1787920154.176105,-0.155019,-2.611583,0.384101,0.0015,0.0000
1787920154.182197,-0.155066,-2.611426,0.383775,0.0018,0.0000
1787920154.187882,-0.155065,-2.611626,0.384087,-0.0026,0.0000
1787920154.194895,-0.155100,-2.611659,0.384193,-0.0038,0.0000
1787920154.201218,-0.155167,-2.611460,0.383872,-0.0021,0.0000
1787920154.208083,-0.155013,-2.611613,0.383984,0.0023,0.0000
1787920154.214168,-0.155063,-2.611578,0.384230,-0.0000,0.0000
1787920154.221226,-0.155076,-2.611459,0.384120,0.0014,0.0000
1787920154.227606,-0.155134,-2.611485,0.383800,-0.0020,0.0000
1787920154.234971,-0.155237,-2.611448,0.383693,-0.0048,0.0000
1787920154.240864,-0.155047,-2.611815,0.384682,-0.0014,0.0000
1787920154.248098,-0.155211,-2.611415,0.383663,-0.0011,0.0000
1787920154.254395,-0.155199,-2.611497,0.383810,-0.0017,0.0000
1787920154.263397,-0.155071,-2.611478,0.384163,0.0030,0.0000
1787920154.269119,-0.155175,-2.611399,0.383983,-0.0014,0.0000
1787920154.274446,-0.155203,-2.611409,0.383853,-0.0027,0.0000
1787920154.281485,-0.155013,-2.611469,0.383897,0.0047,0.0000
1787920154.287677,-0.155173,-2.611383,0.383773,-0.0023,0.0000
1787920154.294707,-0.155067,-2.611523,0.384038,0.0003,0.0000
1787920154.300974,-0.155133,-2.611401,0.383609,-0.0005,0.0000
1787920154.307472,-0.155106,-2.611629,0.384067,-0.0031,0.0000
1787920154.315255,-0.155006,-2.611619,0.383927,0.0015,0.0000
1787920154.321045,-0.155166,-2.611613,0.384169,-0.0065,0.0000
1787920154.327775,-0.155125,-2.611427,0.383552,0.0002,0.0000
1787920154.334362,-0.155158,-2.611634,0.384238,-0.0047,0.0000
1787920154.340769,-0.155172,-2.611655,0.384127,-0.0043,0.0000
1787920154.348688,-0.155171,-2.611511,0.383982,-0.0010,0.0000
1787920154.354893,-0.155108,-2.611390,0.384010,0.0044,0.0000
1787920154.360909,-0.155120,-2.611575,0.384115,-0.0010,0.0000
1787920154.370884,-0.155203,-2.611375,0.383942,-0.0007,0.0000
1787920154.413584,-0.155113,-2.611596,0.384018,-0.0005,0.0000
1787920154.414834,-0.155180,-2.611474,0.383776,-0.0043,0.0000
1787920154.415736,-0.155073,-2.611526,0.383912,0.0236,0.0000
1787920154.417329,-0.155182,-2.611470,0.383850,0.0013,0.0000
1787920154.418967,-0.155060,-2.611630,0.384161,0.0108,0.0000
1787920154.420065,-0.155132,-2.611346,0.383555,0.0181,0.0000
1787920154.421042,-0.155226,-2.611486,0.383838,-0.0301,0.0000
1787920154.422543,-0.155083,-2.611413,0.383785,0.0110,0.0000
1787920154.427541,-0.155019,-2.611529,0.384003,0.0086,0.0000
1787920154.434172,-0.155097,-2.611433,0.383813,0.0044,0.0000
1787920154.441733,-0.155046,-2.611490,0.383982,0.0041,0.0000
1787920154.447641,-0.155078,-2.611510,0.384028,0.0010,0.0000
1787920154.454570,-0.155091,-2.611368,0.383701,0.0025,0.0000
1787920154.460977,-0.155141,-2.611439,0.383974,-0.0017,0.0000
1787920154.468292,-0.155142,-2.611482,0.383655,-0.0019,0.0000
1787920154.475002,-0.155103,-2.611541,0.383998,-0.0007,0.0000
1787920154.481086,-0.155093,-2.611476,0.383857,0.0012,0.0000
1787920154.487853,-0.155140,-2.611432,0.383721,-0.0004,0.0000
1787920154.494521,-0.155166,-2.611514,0.383830,-0.0027,0.0000
1787920154.502107,-0.155159,-2.611504,0.383777,-0.0015,0.0000
1787920154.507818,-0.155217,-2.611490,0.383751,-0.0036,0.0000
1787920154.514147,-0.155019,-2.611635,0.384326,0.0036,0.0000
1787920154.521205,-0.155043,-2.611559,0.384205,0.0028,0.0000
1787920154.527908,-0.154995,-2.611577,0.384162,0.0036,0.0000
1787920154.534119,-0.155133,-2.611436,0.383723,-0.0011,0.0000
1787920154.541356,-0.155045,-2.611611,0.384482,-0.0001,0.0000
1787920154.548192,-0.155161,-2.611361,0.383781,-0.0007,0.0000
1787920154.554168,-0.155078,-2.611579,0.384179,-0.0007,0.0000
1787920154.560628,-0.155132,-2.611575,0.384112,-0.0028,0.0000
1787920154.571387,-0.155185,-2.611587,0.383861,-0.0034,0.0000
1787920154.576261,-0.155244,-2.611407,0.383585,-0.0016,0.0000
1787920154.581270,-0.155138,-2.611529,0.384040,0.0020,0.0000
1787920154.587806,-0.155043,-2.611463,0.383805,0.0066,0.0000
1787920154.595110,-0.155219,-2.611387,0.383729,-0.0009,0.0000
1787920154.602040,-0.155057,-2.611313,0.383881,0.0071,0.0000
1787920154.607998,-0.155239,-2.611368,0.383585,-0.0046,0.0000
1787920154.614866,-0.155101,-2.611524,0.384055,-0.0002,0.0000
1787920154.621151,-0.155193,-2.611380,0.383627,-0.0016,0.0000
1787920154.627565,-0.155020,-2.611629,0.384107,0.0020,0.0000
1787920154.634503,-0.155146,-2.611436,0.383797,-0.0005,0.0000
1787920154.641081,-0.155128,-2.611494,0.384100,-0.0006,0.0000
1787920154.647502,-0.155192,-2.611498,0.383846,-0.0033,0.0000
1787920154.654352,-0.154999,-2.611603,0.384223,0.0038,0.0000
1787920154.661394,-0.155208,-2.611572,0.383964,-0.0051,0.0000
1787920154.668072,-0.155062,-2.611644,0.384337,0.0013,0.0000
1787920154.679170,-0.155184,-2.611159,0.383257,0.0028,0.0000
1787920154.704630,-0.155060,-2.611547,0.384102,0.0016,0.0000
1787920154.705718,-0.155154,-2.611353,0.383721,-0.0029,0.0000
1787920154.706645,-0.155084,-2.611590,0.384107,-0.0096,0.0000
1787920154.708330,-0.155105,-2.611435,0.383746,0.0001,0.0000
1787920154.716700,-0.155102,-2.611365,0.383611,0.0011,0.0000
1787920154.718465,-0.155122,-2.611697,0.384273,-0.0236,0.0000
1787920154.720841,-0.155201,-2.611682,0.384061,-0.0250,0.0000
1787920154.728715,-0.155304,-2.611310,0.383572,-0.0159,0.0000
1787920154.734367,-0.155090,-2.611389,0.383799,-0.0021,0.0000
1787920154.741208,-0.155197,-2.611266,0.383654,-0.0038,0.0000
1787920154.747671,-0.155158,-2.611470,0.384024,-0.0046,0.0000
1787920154.755879,-0.155110,-2.611378,0.383751,-0.0003,0.0000
1787920154.761258,-0.155102,-2.611325,0.383799,0.0013,0.0000
1787920154.767969,-0.155126,-2.611403,0.383783,-0.0014,0.0000
1787920154.776050,-0.155175,-2.611368,0.383746,-0.0022,0.0000
1787920154.782028,-0.155190,-2.611524,0.383691,-0.0052,0.0000
1787920154.788259,-0.155141,-2.611549,0.383946,-0.0019,0.0000
1787920154.794611,-0.155123,-2.611558,0.383778,-0.0006,0.0000
1787920154.801338,-0.155156,-2.611429,0.383834,0.0003,0.0000
1787920154.807561,-0.155156,-2.611412,0.383480,0.0005,0.0000
1787920154.814428,-0.155201,-2.611666,0.383882,-0.0056,0.0000
1787920154.821367,-0.155131,-2.611573,0.384060,0.0004,0.0000
1787920154.827563,-0.155047,-2.611445,0.383940,0.0064,0.0000
1787920154.835431,-0.155257,-2.611168,0.383310,0.0010,0.0000
1787920154.840781,-0.155122,-2.611511,0.384228,0.0005,0.0000
1787920154.847937,-0.155131,-2.611405,0.383892,0.0017,0.0000
1787920154.854109,-0.155153,-2.611448,0.383897,-0.0006,0.0000
1787920154.860928,-0.155077,-2.611636,0.384279,-0.0004,0.0000
1787920154.868498,-0.155054,-2.611576,0.383839,0.0014,0.0000
1787920154.874400,-0.155073,-2.611533,0.384080,0.0009,0.0000
1787920154.882703,-0.155165,-2.611464,0.383756,-0.0015,0.0000
1787920154.887882,-0.155065,-2.611550,0.383998,0.0025,0.0000
1787920154.893997,-0.155152,-2.611461,0.383815,-0.0006,0.0000
1787920154.901516,-0.155165,-2.611350,0.383359,0.0007,0.0000
1787920154.909237,-0.155059,-2.611423,0.383897,0.0033,0.0000
1787920154.915079,-0.155021,-2.611530,0.384036,0.0021,0.0000
1787920154.921139,-0.154984,-2.611550,0.384353,0.0028,0.0000
1787920154.927722,-0.155104,-2.611437,0.383852,-0.0012,0.0000
1787920154.934879,-0.155118,-2.611527,0.384062,-0.0028,0.0000
1787920154.941121,-0.155107,-2.611432,0.383631,0.0002,0.0000
