timestamp,x,y,yaw,velocity,steering
1787921570.712232,1.075927,-2.675059,1.662726,0.0000,0.0000
1787921570.721511,1.075940,-2.675074,1.662588,-0.0005,0.0000
1787921570.723500,1.075864,-2.674963,1.662471,0.0174,0.0000
1787921570.728944,1.075926,-2.675081,1.662837,0.0054,0.0000
1787921570.735058,1.075999,-2.675104,1.662843,0.0023,0.0000
1787921570.741080,1.075885,-2.675089,1.662801,0.0029,0.0000
1787921570.748099,1.075738,-2.675047,1.662811,0.0044,0.0000
1787921570.755002,1.075595,-2.674963,1.662459,0.0073,0.0000
1787921570.761780,1.075782,-2.674846,1.662834,0.0095,0.0000
1787921570.770720,1.075482,-2.674908,1.662378,0.0055,0.0000
1787921570.774846,1.075405,-2.674833,1.662074,0.0098,0.0000
1787921570.781063,1.075585,-2.674922,1.662456,0.0018,0.0000
1787921570.792048,1.075668,-2.675000,1.662520,-0.0011,0.0000
1787921570.795738,1.075802,-2.675002,1.662629,-0.0019,0.0000
1787921570.801515,1.075914,-2.675080,1.662967,-0.0059,0.0000
1787921570.808119,1.075732,-2.675022,1.662900,-0.0008,0.0000
1787921570.814587,1.075848,-2.675071,1.662738,-0.0033,0.0000
1787921570.821081,1.075725,-2.675051,1.662618,-0.0008,0.0000
1787921570.828089,1.075785,-2.674985,1.662302,0.0020,0.0000
1787921570.834378,1.075684,-2.675033,1.662478,-0.0005,0.0000
1787921570.841787,1.075805,-2.675010,1.662617,0.0002,0.0000
1787921570.848626,1.075636,-2.675050,1.662191,-0.0010,0.0000
1787921570.854853,1.075779,-2.675032,1.662814,-0.0005,0.0000
1787921570.861275,1.075750,-2.675012,1.662661,0.0007,0.0000
1787921570.867728,1.075849,-2.675064,1.662974,-0.0023,0.0000
1787921570.875325,1.075477,-2.674926,1.662169,0.0052,0.0000
1787921570.881465,1.075749,-2.674884,1.662547,0.0044,0.0000
1787921570.888160,1.075901,-2.675093,1.662973,-0.0068,0.0000
1787921570.895087,1.075637,-2.675024,1.662840,-0.0008,0.0000
1787921570.901135,1.075686,-2.675081,1.662400,-0.0036,0.0000
1787921570.908041,1.075901,-2.675070,1.662611,-0.0029,0.0000
1787921570.914475,1.075943,-2.675139,1.662991,-0.0054,0.0000
1787921570.921428,1.075710,-2.675055,1.662461,0.0008,0.0000
1787921570.927691,1.075752,-2.675048,1.662484,0.0007,0.0000
1787921570.934739,1.075797,-2.675091,1.662588,-0.0015,0.0000
1787921570.941348,1.075721,-2.674924,1.662892,0.0068,0.0000
1787921570.947924,1.075839,-2.675016,1.662944,0.0001,0.0000
1787921570.954422,1.075708,-2.674972,1.662785,0.0026,0.0000
1787921570.961432,1.075754,-2.674960,1.662774,0.0022,0.0000
1787921570.968221,1.075797,-2.675032,1.662585,-0.0018,0.0000
1787921570.975133,1.075663,-2.675012,1.662762,0.0001,0.0000
1787921570.981341,1.075639,-2.674952,1.662368,0.0031,0.0000
1787921570.990310,1.075759,-2.674922,1.662691,0.0028,0.0000
1787921570.997987,1.075801,-2.674980,1.662671,-0.0005,0.0000
1787921571.000917,1.075688,-2.674999,1.662462,-0.0011,0.0000
1787921571.008112,1.075720,-2.674944,1.662457,0.0013,0.0000
1787921571.015161,1.075860,-2.675035,1.662377,-0.0035,0.0000
1787921571.022427,1.075829,-2.675123,1.662662,-0.0059,0.0000
1787921571.028268,1.075704,-2.674998,1.662408,0.0029,0.0000
1787921571.034379,1.075920,-2.675081,1.663004,-0.0030,0.0000
1787921571.041415,1.075799,-2.675096,1.662753,-0.0023,0.0000
1787921571.048699,1.075883,-2.675021,1.662608,0.0011,0.0000
1787921571.054423,1.075772,-2.675056,1.662304,-0.0005,0.0000
1787921571.061886,1.075560,-2.674956,1.662413,0.0044,0.0000
1787921571.068568,1.075637,-2.675106,1.662601,-0.0039,0.0000
1787921571.074601,1.075530,-2.675029,1.662573,0.0016,0.0000
1787921571.082044,1.075719,-2.674968,1.662759,0.0029,0.0000
1787921571.088110,1.075666,-2.674911,1.662900,0.0050,0.0000
1787921571.099353,1.075766,-2.675028,1.662826,0.0002,0.0000
1787921571.101236,1.075687,-2.675057,1.662645,-0.0033,0.0000
1787921571.107836,1.075820,-2.675024,1.662646,-0.0014,0.0000
1787921571.114950,1.075825,-2.675038,1.662636,-0.0016,0.0000
1787921571.121629,1.075891,-2.675114,1.662678,-0.0048,0.0000
1787921571.127605,1.075716,-2.675029,1.662590,0.0017,0.0000
1787921571.134949,1.075859,-2.675010,1.662857,0.0014,0.0000
1787921571.140927,1.075786,-2.675041,1.662733,-0.0002,0.0000
1787921571.148285,1.075900,-2.675009,1.662829,0.0007,0.0000
1787921571.154810,1.075907,-2.674971,1.662836,0.0022,0.0000
1787921571.161260,1.075832,-2.675046,1.662632,-0.0016,0.0000
1787921571.168364,1.075816,-2.674991,1.662935,0.0013,0.0000
1787921571.174366,1.075805,-2.674925,1.662952,0.0042,0.0000
1787921571.182015,1.075666,-2.674834,1.662661,0.0070,0.0000
1787921571.188690,1.075780,-2.675000,1.662770,-0.0030,0.0000
1787921571.195233,1.075984,-2.675009,1.663215,-0.0034,0.0000
1787921571.202236,1.075596,-2.675059,1.662138,-0.0030,0.0000
1787921571.208107,1.075797,-2.674994,1.662683,0.0003,0.0000
1787921571.214767,1.075899,-2.675034,1.662846,-0.0020,0.0000
1787921571.221782,1.075640,-2.675004,1.662203,0.0009,0.0000
1787921571.227973,1.075907,-2.675088,1.663026,-0.0046,0.0000
1787921571.234740,1.075887,-2.675050,1.662913,-0.0015,0.0000
1787921571.241372,1.075974,-2.674977,1.662910,0.0019,0.0000
1787921571.247738,1.075802,-2.674889,1.662636,0.0062,0.0000
1787921571.254753,1.075759,-2.674847,1.662688,0.0063,0.0000
1787921571.261201,1.075656,-2.675000,1.662844,-0.0022,0.0000
1787921571.267589,1.075664,-2.674890,1.662482,0.0035,0.0000
1787921571.275521,1.075749,-2.674909,1.662658,0.0015,0.0000
1787921571.282503,1.075638,-2.675069,1.662776,-0.0054,0.0000
1787921571.287828,1.075874,-2.675033,1.663035,-0.0030,0.0000
1787921571.297396,1.075780,-2.675080,1.662622,-0.0033,0.0000
1787921571.304378,1.075660,-2.675131,1.662329,-0.0040,0.0000
1787921571.308237,1.075790,-2.675066,1.662637,0.0013,0.0000
1787921571.314343,1.075993,-2.675142,1.662914,-0.0037,0.0000
1787921571.322906,1.075979,-2.675021,1.662769,0.0017,0.0000
1787921571.328061,1.075737,-2.674935,1.662603,0.0074,0.0000
1787921571.334830,1.075788,-2.674977,1.662753,0.0031,0.0000
1787921571.341411,1.075974,-2.675025,1.663191,-0.0008,0.0000
1787921571.348182,1.075703,-2.674969,1.662471,0.0031,0.0000
1787921571.355468,1.075762,-2.674979,1.662752,0.0015,0.0000
1787921571.361458,1.075832,-2.674958,1.662747,0.0018,0.0000
1787921571.367724,1.075828,-2.675060,1.662914,-0.0036,0.0000
1787921571.376082,1.075661,-2.675003,1.662410,0.0001,0.0000
1787921571.381473,1.075662,-2.674984,1.662451,0.0011,0.0000
1787921571.388163,1.075823,-2.675047,1.662683,-0.0027,0.0000
1787921571.394308,1.075599,-2.675064,1.662414,-0.0017,0.0000
1787921571.401539,1.075979,-2.674975,1.662972,0.0010,0.0000
1787921571.408397,1.076026,-2.675025,1.663128,-0.0016,0.0000
1787921571.414766,1.075834,-2.674966,1.662755,0.0025,0.0000
1787921571.421392,1.075758,-2.675044,1.662490,-0.0015,0.0000
1787921571.428922,1.075778,-2.675045,1.662630,-0.0012,0.0000
1787921571.434948,1.075909,-2.675050,1.663035,-0.0017,0.0000
1787921571.441208,1.075661,-2.675108,1.662599,-0.0029,0.0000
1787921571.447820,1.075828,-2.674934,1.663226,0.0052,0.0000
1787921571.454385,1.075790,-2.675008,1.662713,0.0004,0.0000
1787921571.461919,1.075679,-2.674872,1.662670,0.0061,0.0000
1787921571.468812,1.075814,-2.675016,1.662800,-0.0025,0.0000
1787921571.474914,1.075730,-2.674959,1.662472,0.0014,0.0000
1787921571.481145,1.075579,-2.674957,1.661979,0.0017,0.0000
1787921571.488462,1.075730,-2.675134,1.662187,-0.0066,0.0000
1787921571.494771,1.076026,-2.675154,1.662846,-0.0068,0.0000
1787921571.502247,1.075616,-2.675008,1.661948,0.0025,0.0000
